created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,token,positif,negatif,sentiment_score,sentiment
Tue Jun 28 09:32:56 +0000 2022,1541716266133901312,tidak bisa masuk aplikasi jenius semenjak aju hapus rekening,0,1,0,0,in,1402193682430763011,1541715797013581824,dibataswajar,https://twitter.com/dibataswajar/status/1541716266133901312,"['tidak bisa', 'masuk', 'aplikasi', 'jenius', 'semenjak', 'aju', 'hapus', 'rekening']",1,1,0,Netral
Mon Jun 27 12:54:48 +0000 2022,1541404681972625408,pakai jenius enakkk aplikasi nabungnya withdrawl desak atmnya mudah banget online vidcall kartu antar alamat bibil,0,0,0,0,in,1296708933478825985,1541402701057376256,smokewsup,https://twitter.com/smokewsup/status/1541404681972625408,"['pakai', 'jenius', 'enakkk', 'aplikasi', 'nabungnya', 'withdrawl', 'desak', 'atmnya', 'mudah', 'banget', 'online', 'vidcall', 'kartu', 'antar', 'alamat', 'bibil']",2,0,2,Positif
Mon Jun 27 03:37:45 +0000 2022,1541264494252347394,saksi aksi jenius kocak jin kang oh detektif tidak pernah serah ungkap jahat minipack indikorea streaming channelnya aplikasi useetv go cohnsrbabbh indihome aksitanpabatas cozhspmhrsq,0,0,1,2,in,528328843,1541264494252347394,indihometvcom,https://twitter.com/indihometvcom/status/1541264494252347394,"['saksi', 'aksi', 'jenius', 'kocak', 'jin', 'kang', 'oh', 'detektif', 'tidak pernah', 'serah', 'ungkap', 'jahat', 'minipack', 'indikorea', 'streaming', 'channelnya', 'aplikasi', 'useetv', 'go', 'cohnsrbabbh', 'indihome', 'aksitanpabatas', 'cozhspmhrsq']",1,2,-1,Negatif
Fri Jun 24 11:22:34 +0000 2022,1540294304513437696,latih jeniusjozz banget ide marcus yeremia cedera herry ip buka kans pasang kevin pramudya coflhetptvw unduh aplikasi codewgiale akses berita mudah cepat android coscaijqb,0,0,0,0,in,1385088032483594245,1540294304513437696,MUHTADI44277748,https://twitter.com/MUHTADI44277748/status/1540294304513437696,"['latih', 'jeniusjozz', 'banget', 'ide', 'marcus', 'yeremia', 'cedera', 'herry', 'ip', 'buka', 'kans', 'pasang', 'kevin', 'pramudya', 'coflhetptvw', 'unduh', 'aplikasi', 'codewgiale', 'akses', 'berita', 'mudah', 'cepat', 'android', 'coscaijqb']",2,1,1,Positif
Thu Jun 23 14:26:57 +0000 2022,1539978320854790147,halo booth jenius bogor mana aplikasi error tidak bisa masuk,1,1,0,0,in,195687773,1539978320854790147,deawfff,https://twitter.com/deawfff/status/1539978320854790147,"['halo', 'booth', 'jenius', 'bogor', 'mana', 'aplikasi', 'error', 'tidak bisa', 'masuk']",1,1,0,Netral
Thu Jun 23 01:54:25 +0000 2022,1539788939350777857,gue suka susah cari aplikasi jenius handphone warna kartu orange banding logo aplikasi warna biru,0,1,0,1,in,1345424265693204481,1539788939350777857,radenmonic,https://twitter.com/radenmonic/status/1539788939350777857,"['gue', 'suka', 'susah', 'cari', 'aplikasi', 'jenius', 'handphone', 'warna', 'kartu', 'orange', 'banding', 'logo', 'aplikasi', 'warna', 'biru']",1,1,0,Netral
Tue Jun 21 09:03:36 +0000 2022,1539172170122682368,maksud jenius jenius aplikasi,0,0,0,0,in,855679707165184005,1539172022596423680,yasfdany,https://twitter.com/yasfdany/status/1539172170122682368,"['maksud', 'jenius', 'jenius', 'aplikasi']",2,0,2,Positif
Tue Jun 21 08:05:25 +0000 2022,1539157526637293569,jenius aplikasi cobzwwpjurai,0,0,0,0,in,1279725822,1539157526637293569,achmadnandaa,https://twitter.com/achmadnandaa/status/1539157526637293569,"['jenius', 'aplikasi', 'cobzwwpjurai']",1,0,1,Positif
Tue Jun 21 08:00:02 +0000 2022,1539156175337422849,daftar jenius atm aplikasi ponsel pintar android colgplfqs,0,0,0,0,in,1515403861472669697,1539156175337422849,KichanHelp,https://twitter.com/KichanHelp/status/1539156175337422849,"['daftar', 'jenius', 'atm', 'aplikasi', 'ponsel', 'pintar', 'android', 'colgplfqs']",2,0,2,Positif
Tue Jun 21 06:33:21 +0000 2022,1539134357117739009,aplikasi jenius masalah,0,1,0,0,in,50676374,1539134357117739009,lucia534,https://twitter.com/lucia534/status/1539134357117739009,"['aplikasi', 'jenius', 'masalah']",1,1,0,Netral
Thu Jun 16 00:22:27 +0000 2022,1537229078922600448,kode cvv jenius btpn kartu aplikasi copwaorsrnc,0,0,0,0,in,1515403861472669697,1537229078922600448,KichanHelp,https://twitter.com/KichanHelp/status/1537229078922600448,"['kode', 'cvv', 'jenius', 'btpn', 'kartu', 'aplikasi', 'copwaorsrnc']",1,0,1,Positif
Tue Jun 14 03:53:35 +0000 2022,1536557438291554304,selamat pagi jenius aju ganti kartu atm tel mesin atm aplikasi jenius login handphone servis proses kirim kak,0,1,0,0,in,116538364,1536557438291554304,muhhid1897,https://twitter.com/muhhid1897/status/1536557438291554304,"['selamat', 'pagi', 'jenius', 'aju', 'ganti', 'kartu', 'atm', 'tel', 'mesin', 'atm', 'aplikasi', 'jenius', 'login', 'handphone', 'servis', 'proses', 'kirim', 'kak']",3,1,2,Positif
Tue Jun 14 03:14:42 +0000 2022,1536547651097104385,maaf jenius salah paham hari tunggu paypal jenius proses refund card card cepat batal hapus aplikasi,0,0,0,0,in,240482222,1536547651097104385,ippisuradin,https://twitter.com/ippisuradin/status/1536547651097104385,"['maaf', 'jenius', 'salah', 'paham', 'hari', 'tunggu', 'paypal', 'jenius', 'proses', 'refund', 'card', 'card', 'cepat', 'batal', 'hapus', 'aplikasi']",3,2,1,Positif
Mon Jun 13 14:31:22 +0000 2022,1536355554460835852,nasabah saya prioritas nikmat agam privilege fiturfitur aplikasi jenius cohmioywkqy,0,0,1,0,in,135795460,1536355554460835852,detikfinance,https://twitter.com/detikfinance/status/1536355554460835852,"['nasabah', 'saya', 'prioritas', 'nikmat', 'agam', 'privilege', 'fiturfitur', 'aplikasi', 'jenius', 'cohmioywkqy']",2,0,2,Positif
Mon Jun 13 14:14:02 +0000 2022,1536351189104742401,nasabah saya prioritas nikmat agam privilege fiturfitur aplikasi jenius coorowlzxh,0,0,0,0,in,69183155,1536351189104742401,detikcom,https://twitter.com/detikcom/status/1536351189104742401,"['nasabah', 'saya', 'prioritas', 'nikmat', 'agam', 'privilege', 'fiturfitur', 'aplikasi', 'jenius', 'coorowlzxh']",2,0,2,Positif
Sun Jun 12 04:24:30 +0000 2022,1535840442004017152,tolong bantu pindah aplikasi jenius gadget laku handphone tidak bisa terima kasih,0,1,0,0,in,100436716,1532930206427914240,indriredono,https://twitter.com/indriredono/status/1535840442004017152,"['tolong', 'bantu', 'pindah', 'aplikasi', 'jenius', 'gadget', 'laku', 'handphone', 'tidak bisa', 'terima kasih']",1,1,0,Netral
Fri Jun 10 07:49:32 +0000 2022,1535167263619559424,it official jenius is the worst digital bank tampil aplikasi carut marut kayak ngedesain app tidak bisa jaga uang nasabah coyxxh,0,1,0,0,in,220966594,1535139475478937600,wandersmurf,https://twitter.com/wandersmurf/status/1535167263619559424,"['it', 'official', 'jenius', 'is', 'the', 'worst', 'digital', 'bank', 'tampil', 'aplikasi', 'carut', 'marut', 'kayak', 'ngedesain', 'app', 'tidak bisa', 'jaga', 'uang', 'nasabah', 'coyxxh']",1,1,0,Netral
Thu Jun 09 15:02:48 +0000 2022,1534913911140413440,treding akun real wikihow aplikasi pbs indonesia internasional microsoft windows wikipedia bahasa indonesia ensiklopedia bebas jeniusojk persero batas kebun nusantara percaya indonesia pancasila sila mohon manusia,0,0,0,0,in,1454449376965718017,1534553510833967105,Glagadjangjaya,https://twitter.com/Glagadjangjaya/status/1534913911140413440,"['treding', 'akun', 'real', 'wikihow', 'aplikasi', 'pbs', 'indonesia', 'internasional', 'microsoft', 'windows', 'wikipedia', 'bahasa', 'indonesia', 'ensiklopedia', 'bebas', 'jeniusojk', 'persero batas kebun nusantara', 'percaya', 'indonesia', 'pancasila', 'sila', 'mohon', 'manusia']",1,0,1,Positif
Thu Jun 09 14:23:20 +0000 2022,1534903979171549184,akses digital saya priioritas aplikasi jenius mudah nasabah pantau investasi copdqjvzlrt,0,0,0,0,in,22126902,1534903979171549184,republikaonline,https://twitter.com/republikaonline/status/1534903979171549184,"['akses', 'digital', 'saya', 'priioritas', 'aplikasi', 'jenius', 'mudah', 'nasabah', 'pantau', 'investasi', 'copdqjvzlrt']",2,0,2,Positif
Wed Jun 08 23:06:12 +0000 2022,1534673176583876608,unggah bukti transfer paypal tidak bisa aplikasi jenius cohbrljcfon,0,1,0,0,in,735860440375250944,1534673168606314496,gusde_sidhi,https://twitter.com/gusde_sidhi/status/1534673176583876608,"['unggah', 'bukti', 'transfer', 'paypal', 'tidak bisa', 'aplikasi', 'jenius', 'cohbrljcfon']",1,1,0,Netral
Wed Jun 08 00:44:29 +0000 2022,1534335521698496512,admin tolong cek aplikasi jenius iosiphone versi os tidak bisa login errornya session expired,2,4,0,0,in,55200641,1534335521698496512,rizalpurnama,https://twitter.com/rizalpurnama/status/1534335521698496512,"['admin', 'tolong', 'cek', 'aplikasi', 'jenius', 'iosiphone', 'versi', 'os', 'tidak bisa', 'login', 'errornya', 'session', 'expired']",1,1,0,Netral
Wed Jun 08 00:44:11 +0000 2022,1534335444246462464,admin tolong cek aplikasi jenius iosiphone versi os tidak bisa login errornya session expired,0,1,0,0,in,55200641,1534335444246462464,rizalpurnama,https://twitter.com/rizalpurnama/status/1534335444246462464,"['admin', 'tolong', 'cek', 'aplikasi', 'jenius', 'iosiphone', 'versi', 'os', 'tidak bisa', 'login', 'errornya', 'session', 'expired']",1,1,0,Netral
Mon Jun 06 23:55:13 +0000 2022,1533960736560427008,coba login aplikasi jenius ulang kali tidak bisa login muncul session expired solusi,1,2,0,0,in,340870499,1533960736560427008,usnafid,https://twitter.com/usnafid/status/1533960736560427008,"['coba', 'login', 'aplikasi', 'jenius', 'ulang', 'kali', 'tidak bisa', 'login', 'muncul', 'session', 'expired', 'solusi']",1,2,-1,Negatif
Mon Jun 06 17:12:56 +0000 2022,1533859498607378433,danamon enggak ada buku tabung jenius kartu hilang tinggal klik aplikasi kirim ganti,0,0,0,0,in,18717490,1533438285162348545,_satyo,https://twitter.com/_satyo/status/1533859498607378433,"['danamon', 'enggak ada', 'buku', 'tabung', 'jenius', 'kartu', 'hilang', 'tinggal', 'klik', 'aplikasi', 'kirim', 'ganti']",1,3,-2,Negatif
Mon Jun 06 07:35:23 +0000 2022,1533714153205923841,rek jare tidak suprot ios saran uninstallen jenius ganti aplikasi liyane tidak muwasuk an coxeexmrwev,0,1,1,0,in,227221541,1533645090672914432,noviarrhmt,https://twitter.com/noviarrhmt/status/1533714153205923841,"['rek', 'jare', 'tidak suprot', 'ios', 'saran', 'uninstallen', 'jenius', 'ganti', 'aplikasi', 'liyane', 'tidak muwasuk', 'an', 'coxeexmrwev']",1,1,0,Netral
Sun Jun 05 14:58:26 +0000 2022,1533463259344347138,biaya digital banking jago jenius dan kawan kawan aplikasi fintech dana flip tawar bebas biaya trf mana kurang,0,0,0,0,in,91759799,1533463248854405120,angga_ramdhana,https://twitter.com/angga_ramdhana/status/1533463259344347138,"['biaya', 'digital', 'banking', 'jago', 'jenius', 'dan kawan kawan', 'aplikasi', 'fintech', 'dana', 'flip', 'tawar', 'bebas', 'biaya', 'trf', 'mana', 'kurang']",3,1,2,Positif
Sun Jun 05 14:57:03 +0000 2022,1533462913574264833,manfaat bang sila sedia aplikasi jenius aten,0,0,0,0,in,84487730,1533458568145403905,kang_Aten,https://twitter.com/kang_Aten/status/1533462913574264833,"['manfaat', 'bang', 'sila', 'sedia', 'aplikasi', 'jenius', 'aten']",2,0,2,Positif
Sun Jun 05 10:26:24 +0000 2022,1533394803391614981,adu transaksi reversal aplikasi jenius bank btpn tidak tangan cogfokoqflp cc,0,0,0,0,in,1117529034,1533394803391614981,MediaKonsumenID,https://twitter.com/MediaKonsumenID/status/1533394803391614981,"['adu', 'transaksi', 'reversal', 'aplikasi', 'jenius', 'bank', 'btpn', 'tidak tangan', 'cogfokoqflp', 'cc']",1,0,1,Positif
Sun Jun 05 10:22:22 +0000 2022,1533393786877132803,indonesia aplikasi gopay ovo jago jenius dan lain lain,0,1,0,0,in,57647269,1533380459534893056,overhiseyes,https://twitter.com/overhiseyes/status/1533393786877132803,"['indonesia', 'aplikasi', 'gopay', 'ovo', 'jago', 'jenius', 'dan lain lain']",1,0,1,Positif
Sun Jun 05 06:43:32 +0000 2022,1533338714377662465,panjang sobat xxi promo jenius kabar baik syarat tentu pasti cek aplikasi tix tonton asyik hemat cema xxi floor baywalk mal cofornbcvlvo,0,0,0,0,in,1484687810,1533338714377662465,BAYWALKMALL_JKT,https://twitter.com/BAYWALKMALL_JKT/status/1533338714377662465,"['panjang', 'sobat', 'xxi', 'promo', 'jenius', 'kabar', 'baik', 'syarat', 'tentu', 'pasti', 'cek', 'aplikasi', 'tix', 'tonton', 'asyik', 'hemat', 'cema', 'xxi', 'floor', 'baywalk', 'mal', 'cofornbcvlvo']",5,2,3,Positif
Sun Jun 05 04:01:27 +0000 2022,1533297924196933638,jenius teh aplikasi lelet proses unlink device ribet tidak praktis aplikasi kayak bank negara indonesia mandiri,4,11,0,0,in,14969918,1533297924196933638,tarumainfo,https://twitter.com/tarumainfo/status/1533297924196933638,"['jenius', 'teh', 'aplikasi', 'lelet', 'proses', 'unlink', 'device', 'ribet', 'tidak praktis', 'aplikasi', 'kayak', 'bank negara indonesia', 'mandiri']",1,2,-1,Negatif
Fri Jun 03 12:27:50 +0000 2022,1532700585656348672,jenius aplikasi lamban ngelag tidak bisa pencet dunia,0,0,0,0,in,1147443459030052864,1532700585656348672,fadtauuuu,https://twitter.com/fadtauuuu/status/1532700585656348672,"['jenius', 'aplikasi', 'lamban', 'ngelag', 'tidak bisa', 'pencet', 'dunia']",1,2,-1,Negatif
Fri Jun 03 08:17:54 +0000 2022,1532637689467793410,jenius parah paksa banget bilang memori penuh paksa dibantuin hapus aplikasi,0,0,0,8,in,1189139410119315458,1532478387989532672,Byunyen1,https://twitter.com/Byunyen1/status/1532637689467793410,"['jenius', 'parah', 'paksa', 'banget', 'bilang', 'memori', 'penuh', 'paksa', 'dibantuin', 'hapus', 'aplikasi']",2,2,0,Netral
Thu Jun 02 11:57:38 +0000 2022,1532330596969590784,bikin salah lupa top up saldo paymentnya decline tiru wkwk isi saldo retry payment saldo langsung potong notifikasi jenius buku buka librarynya aplikasi kindle,0,1,0,0,in,1318190014182780929,1532330474458058752,thymesya,https://twitter.com/thymesya/status/1532330596969590784,"['bikin', 'salah', 'lupa', 'top', 'up', 'saldo', 'paymentnya', 'decline', 'tiru', 'wkwk', 'isi', 'saldo', 'retry', 'payment', 'saldo', 'langsung', 'potong', 'notifikasi', 'jenius', 'buku', 'buka', 'librarynya', 'aplikasi', 'kindle']",1,2,-1,Negatif
Thu Jun 02 11:57:11 +0000 2022,1532330483878481920,aplikasi gadget unduh akun amazon bikin mudah kayak bikin akun banyak jenius bikin rekening tidak diendorse cocsubvbmz,0,1,0,0,in,1318190014182780929,1532330474458058752,thymesya,https://twitter.com/thymesya/status/1532330483878481920,"['aplikasi', 'gadget', 'unduh', 'akun', 'amazon', 'bikin', 'mudah', 'kayak', 'bikin', 'akun', 'banyak', 'jenius', 'bikin', 'rekening', 'tidak diendorse', 'cocsubvbmz']",3,0,3,Positif
Thu Jun 02 11:22:49 +0000 2022,1532321835865415680,bikin jenius tongkrong mal langsung debit tidak sih aplikasi,0,0,0,1,in,1355676203143757827,1532321835865415680,cyanonred,https://twitter.com/cyanonred/status/1532321835865415680,"['bikin', 'jenius', 'tongkrong', 'mal', 'langsung', 'debit', 'tidak sih', 'aplikasi']",1,0,1,Positif
Thu Jun 02 01:57:30 +0000 2022,1532179567779098625,kesal coba line bank sayang tidak bawa kartu fisik tidak bisa masuk nomor kartu pas transaksi tidak bisa lihat aplikasi kayak coba iseng aktifin jenius lancar transaksi,0,0,0,1,in,57163959,1532179562544570368,antilembur2klab,https://twitter.com/antilembur2klab/status/1532179567779098625,"['kesal', 'coba', 'line', 'bank', 'sayang', 'tidak bawa', 'kartu', 'fisik', 'tidak bisa', 'masuk', 'nomor', 'kartu', 'pas', 'transaksi', 'tidak bisa', 'lihat', 'aplikasi', 'kayak', 'coba', 'iseng', 'aktifin', 'jenius', 'lancar', 'transaksi']",3,4,-1,Negatif
Wed Jun 01 15:45:29 +0000 2022,1532025550272798722,payment method jenius pay mitra bank jago integrasi aplikasi ekosistem,0,0,0,0,in,39870870,1532025547089334272,taofikmuhammad,https://twitter.com/taofikmuhammad/status/1532025550272798722,"['payment', 'method', 'jenius', 'pay', 'mitra', 'bank', 'jago', 'integrasi', 'aplikasi', 'ekosistem']",1,0,1,Positif
Wed Jun 01 15:45:28 +0000 2022,1532025547089334272,lot aplikasi jenius fitur jenius komplit bank digital tabung kredit milik bank jago,1,4,0,0,in,39870870,1532025547089334272,taofikmuhammad,https://twitter.com/taofikmuhammad/status/1532025547089334272,"['lot', 'aplikasi', 'jenius', 'fitur', 'jenius', 'komplit', 'bank', 'digital', 'tabung', 'kredit', 'milik', 'bank', 'jago']",2,0,2,Positif
Wed Jun 01 15:14:08 +0000 2022,1532017660568821760,ampun kak tidak ada pemberitahuan aplikasi saldo potong bayar cash transaksi via jenius tidak ada bukti,0,1,0,1,in,99441417,1532016308279054336,tantrikarina,https://twitter.com/tantrikarina/status/1532017660568821760,"['ampun', 'kak', 'tidak ada', 'pemberitahuan', 'aplikasi', 'saldo', 'potong', 'bayar', 'cash', 'transaksi', 'via', 'jenius', 'tidak ada', 'bukti']",1,2,-1,Negatif
Sat Jul 30 14:18:12 +0000 2022,1553384469260025857,malam min login aplikasi jenius handphone butuh verifikasi nomor handphone daftar nomor tidak aktif ganti nomor telepon,0,2,0,0,in,71963842,1553384469260025857,andianid_,https://twitter.com/andianid_/status/1553384469260025857,"['malam', 'min', 'login', 'aplikasi', 'jenius', 'handphone', 'butuh', 'verifikasi', 'nomor', 'handphone', 'daftar', 'nomor', 'tidak aktif', 'ganti', 'nomor', 'telepon']",1,1,0,Netral
Fri Jul 29 15:59:17 +0000 2022,1553047519847821314,percaya nikmat bank digital alaala lihat jenius tidak bakar uang admin k bank di bawah aplikasi tidak jelas rekan busuk,1,0,0,0,in,1160717981430665216,1552716779360727041,ekstrak_manggis,https://twitter.com/ekstrak_manggis/status/1553047519847821314,"['percaya', 'nikmat', 'bank', 'digital', 'alaala', 'lihat', 'jenius', 'tidak bakar', 'uang', 'admin', 'k', 'bank', 'di bawah', 'aplikasi', 'tidak jelas', 'rekan', 'busuk']",2,2,0,Netral
Thu Jul 28 14:18:34 +0000 2022,1552659786105204738,halo device daftar aplikasi jenius coba login pakai handphone tidak bisa,0,2,0,0,in,62322370,1552659786105204738,asthiara,https://twitter.com/asthiara/status/1552659786105204738,"['halo', 'device', 'daftar', 'aplikasi', 'jenius', 'coba', 'login', 'pakai', 'handphone', 'tidak bisa']",1,1,0,Netral
Thu Jul 28 02:59:58 +0000 2022,1552489011616546821,perintah dorong arah aplikasi teknologi thailand pelita rpjp tidak gonta ganti bijak ganti jabat perintah harto jenius,1,3,0,35,in,1494132028195094531,1552451005111226368,Sari_Bumi88,https://twitter.com/Sari_Bumi88/status/1552489011616546821,"['perintah', 'dorong', 'arah', 'aplikasi', 'teknologi', 'thailand', 'pelita', 'rpjp', 'tidak gonta', 'ganti', 'bijak', 'ganti', 'jabat', 'perintah', 'harto', 'jenius']",2,2,0,Netral
Wed Jul 27 11:00:00 +0000 2022,1552247427456966656,mudah transaksi aplikasi mobile banking jenius btpn mudahpakaiprima,0,0,0,1,in,170666404,1552247427456966656,jaringanprima,https://twitter.com/jaringanprima/status/1552247427456966656,"['mudah', 'transaksi', 'aplikasi', 'mobile', 'banking', 'jenius', 'btpn', 'mudahpakaiprima']",2,0,2,Positif
Tue Jul 26 06:00:13 +0000 2022,1551809596943003650,halo tim jenius enggak bisa unduh mutasi rekening via aplikasi jenius notifikasi gagal butuh rekening bantu kah gerai,0,2,0,0,in,52632301,1551809596943003650,wafibtf,https://twitter.com/wafibtf/status/1551809596943003650,"['halo', 'tim', 'jenius', 'enggak bisa', 'unduh', 'mutasi', 'rekening', 'via', 'aplikasi', 'jenius', 'notifikasi', 'gagal', 'butuh', 'rekening', 'bantu', 'kah', 'gerai']",2,1,1,Positif
Sun Jul 24 03:33:11 +0000 2022,1551047817732694017,min login aplikasi jenius bolak tidak bisa solusi terima kasih cofvkwrnnx,0,2,0,0,in,1106176034901131266,1551047817732694017,Jenengkuyab,https://twitter.com/Jenengkuyab/status/1551047817732694017,"['min', 'login', 'aplikasi', 'jenius', 'bolak', 'tidak bisa', 'solusi', 'terima kasih', 'cofvkwrnnx']",1,1,0,Netral
Sat Jul 23 17:31:08 +0000 2022,1550896307425841152,halo min aplikasi jenius tidak sengaja hapus masuk lupa pas ganti pas pas masuk pin konfirm pin aplikasi jenius tidak bisa sesi habis min,0,1,0,0,in,823502202,1550896307425841152,kopinang_,https://twitter.com/kopinang_/status/1550896307425841152,"['halo', 'min', 'aplikasi', 'jenius', 'tidak sengaja', 'hapus', 'masuk', 'lupa', 'pas', 'ganti', 'pas', 'pas', 'masuk', 'pin', 'konfirm', 'pin', 'aplikasi', 'jenius', 'tidak bisa', 'sesi', 'habis', 'min']",3,4,-1,Negatif
Fri Jul 22 14:29:09 +0000 2022,1550488120331620352,bantu aplikasi perban digital kartu debit jenius gudang manfaat banget travelling keliling singapura seru wisata foto outfit of the day jajan makan enak bareng langkahkecilhariini corxtfapetb,0,0,0,4,in,136319633,1550474221239025664,acintya_hime,https://twitter.com/acintya_hime/status/1550488120331620352,"['bantu', 'aplikasi', 'perban', 'digital', 'kartu', 'debit', 'jenius', 'gudang', 'manfaat', 'banget', 'travelling', 'keliling', 'singapura', 'seru', 'wisata', 'foto', 'outfit of the day', 'jajan', 'makan', 'enak', 'bareng', 'langkahkecilhariini', 'corxtfapetb']",4,0,4,Positif
Fri Jul 22 13:33:55 +0000 2022,1550474221239025664,malam throwback libur singapura pas pandemi banget tidak travelling negeri huhuhuu next libur singapura pakai aplikasi perban digital kartu debit jenius langkahkecilhariini comirtgszsl,0,1,8,18,in,136319633,1550474221239025664,acintya_hime,https://twitter.com/acintya_hime/status/1550474221239025664,"['malam', 'throwback', 'libur', 'singapura', 'pas', 'pandemi', 'banget', 'tidak travelling', 'negeri', 'huhuhuu', 'next', 'libur', 'singapura', 'pakai', 'aplikasi', 'perban', 'digital', 'kartu', 'debit', 'jenius', 'langkahkecilhariini', 'comirtgszsl']",1,0,1,Positif
Fri Jul 22 12:54:45 +0000 2022,1550464363731251200,kartu aplikasi jenius atas mudah langkahkecilhariini,0,0,0,0,in,607800469,1550458420309856256,ju_hyuns,https://twitter.com/ju_hyuns/status/1550464363731251200,"['kartu', 'aplikasi', 'jenius', 'atas', 'mudah', 'langkahkecilhariini']",2,0,2,Positif
Fri Jul 22 12:54:44 +0000 2022,1550464361185280002,lanjut sekolah wujud fitur jenius transaksi simpan uang mudah guna tidak perlu tabung bank tak perlu kartu aplikasi langkahkecilhariini,0,1,0,0,in,607800469,1550458420309856256,ju_hyuns,https://twitter.com/ju_hyuns/status/1550464361185280002,"['lanjut', 'sekolah', 'wujud', 'fitur', 'jenius', 'transaksi', 'simpan', 'uang', 'mudah', 'guna', 'tidak perlu', 'tabung', 'bank', 'tak perlu', 'kartu', 'aplikasi', 'langkahkecilhariini']",2,1,1,Positif
Fri Jul 22 09:54:06 +0000 2022,1550418904434233347,aplikasi jenius handphone satu hapus kak baik unduh ulang perangkat,0,1,0,0,in,939862974960824326,1550417776552345601,LONelyk1ds,https://twitter.com/LONelyk1ds/status/1550418904434233347,"['aplikasi', 'jenius', 'handphone', 'satu', 'hapus', 'kak', 'baik', 'unduh', 'ulang', 'perangkat']",2,1,1,Positif
Fri Jul 22 08:24:00 +0000 2022,1550396227057254400,contoh gue eksplor new delhi uber motor tinggal konek kartu debit jenius aplikasi uber transaksi langsung potong saldo usd debit jenius gue transaksi mudah gue akses fitur in out langkahkecilhariini coyfmnlbmyu,0,0,0,2,in,39226131,1550387680894394368,_ttyoo_,https://twitter.com/_ttyoo_/status/1550396227057254400,"['contoh', 'gue', 'eksplor', 'new', 'delhi', 'uber', 'motor', 'tinggal', 'konek', 'kartu', 'debit', 'jenius', 'aplikasi', 'uber', 'transaksi', 'langsung', 'potong', 'saldo', 'usd', 'debit', 'jenius', 'gue', 'transaksi', 'mudah', 'gue', 'akses', 'fitur', 'in', 'out', 'langkahkecilhariini', 'coyfmnlbmyu']",4,0,4,Positif
Thu Jul 21 02:45:57 +0000 2022,1549948768035844096,personally pakai mandiri transaksi hari jenius nabungsubscribe aplikasi lihat teman pakai baca,0,0,0,0,in,1515809268821213185,1549618868540170241,020files,https://twitter.com/020files/status/1549948768035844096,"['personally', 'pakai', 'mandiri', 'transaksi', 'hari', 'jenius', 'nabungsubscribe', 'aplikasi', 'lihat', 'teman', 'pakai', 'baca']",1,0,1,Positif
Wed Jul 20 12:02:53 +0000 2022,1549726534906232832,mbakk denda jenius kemarin beli subscription aplikasi jenius,0,1,0,0,in,488937011,1549723302993612801,antartlka,https://twitter.com/antartlka/status/1549726534906232832,"['mbakk', 'denda', 'jenius', 'kemarin', 'beli', 'subscription', 'aplikasi', 'jenius']",2,0,2,Positif
Wed Jul 20 11:18:01 +0000 2022,1549715246448750592,cari info jenius jual beli mata uang asing untung sedia sgd uang langsung tukar sgd jenius tidak perlu bank tinggal tukar via aplikasi gampang banget copkjjta,0,1,0,0,in,101694870,1549713431975997440,melizamahpi,https://twitter.com/melizamahpi/status/1549715246448750592,"['cari', 'info', 'jenius', 'jual', 'beli', 'mata', 'uang', 'asing', 'untung', 'sedia', 'sgd', 'uang', 'langsung', 'tukar', 'sgd', 'jenius', 'tidak perlu', 'bank', 'tinggal', 'tukar', 'via', 'aplikasi', 'gampang', 'banget', 'copkjjta']",3,2,1,Positif
Tue Jul 19 09:17:02 +0000 2022,1549322412960821248,buka rekening jenius mudah pakai aplikasi coltztoqfjbf codlhjyfcsp,0,0,0,0,in,551154046,1549322412960821248,ShopFairID,https://twitter.com/ShopFairID/status/1549322412960821248,"['buka', 'rekening', 'jenius', 'mudah', 'pakai', 'aplikasi', 'coltztoqfjbf', 'codlhjyfcsp']",2,0,2,Positif
Tue Jul 19 01:33:17 +0000 2022,1549205704430751746,korban jual beli data bocor make data ambil pinjam online daftar aplikasi harus swafoto kartu tanda duduk kasus jenius data bocor nasabah jenius kena pinjol trap,0,0,0,2,in,67828007,1548877662453518336,Devterians,https://twitter.com/Devterians/status/1549205704430751746,"['korban', 'jual', 'beli', 'data', 'bocor', 'make', 'data', 'ambil', 'pinjam', 'online', 'daftar', 'aplikasi', 'harus', 'swafoto', 'kartu tanda duduk', 'kasus', 'jenius', 'data', 'bocor', 'nasabah', 'jenius', 'kena', 'pinjol', 'trap']",2,3,-1,Negatif
Tue Jul 19 00:14:48 +0000 2022,1549185953440231425,pindah device log in aplikasi jenius unlink device bantu up,0,2,0,0,in,53596710,1549185953440231425,desimanda,https://twitter.com/desimanda/status/1549185953440231425,"['pindah', 'device', 'log', 'in', 'aplikasi', 'jenius', 'unlink', 'device', 'bantu', 'up']",1,0,1,Positif
